product_id,title,description,category,price,avg_rating,num_reviews
P538,Distributed Systems: Principles and Paradigms Max,"Comprehensive textbook covering Distributed Systems: Principles and Paradigms Max. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,186.75,4.6,1707
P539,Ceramic Pour-Over Coffee Dripper Advanced,Thoughtfully designed Ceramic Pour-Over Coffee Dripper Advanced combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,162.01,4.3,1391
P540,Gym Bag Waterproof 35L Premium,"High-performance Gym Bag Waterproof 35L Premium engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,173.95,4.9,4226
P541,Organic Cotton Crew Neck T-Shirt Elite,Versatile Organic Cotton Crew Neck T-Shirt Elite suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,276.03,5.0,1051
P542,Omega-3 Fish Oil 1000mg 120 Softgels Compact,Clinically formulated Omega-3 Fish Oil 1000mg 120 Softgels Compact for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,214.85,4.7,3229
P543,File Folders Hanging 25-Pack Elite,Durable File Folders Hanging 25-Pack Elite designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,191.55,4.3,3085
P544,Wooden Sudoku Board Game Plus,Award-winning Wooden Sudoku Board Game Plus combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,239.4,4.6,3312
P545,HDMI 2.1 Cable 2m Premium,Compact and lightweight HDMI 2.1 Cable 2m Premium suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,281.21,3.9,4010
P546,Computer Networks: A Top-Down Approach Advanced,"Comprehensive textbook covering Computer Networks: A Top-Down Approach Advanced. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,261.32,4.7,775
P547,Stainless Steel Water Bottle 750ml Lite,Premium quality Stainless Steel Water Bottle 750ml Lite crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,239.71,3.9,3531
P548,Kettlebell 16kg Competition Grade Ultra,"High-performance Kettlebell 16kg Competition Grade Ultra engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,100.24,3.7,4495
P549,Fleece Neck Gaiter Multifunctional Elite,Performance Fleece Neck Gaiter Multifunctional Elite engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,256.45,4.6,408
P550,Water Flosser Cordless Plus,Advanced Water Flosser Cordless Plus combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,236.24,4.0,1029
P551,Document Scanner Portable Wand Ultra,Compact Document Scanner Portable Wand Ultra that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,5.19,4.9,1669
P552,Magnetic Tiles 3D Building Set 60pc Premium,Engaging Magnetic Tiles 3D Building Set 60pc Premium that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,262.94,4.8,776
P553,Noise-Cancelling Microphone USB Premium,"High-performance Noise-Cancelling Microphone USB Premium designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,114.68,4.8,1367
P554,Deep Learning Fundamentals Max,Practical reference for Deep Learning Fundamentals Max. Balances theoretical foundations with hands-on implementation guidance.,Books,95.12,4.5,1930
P555,Reusable Beeswax Wraps Set Plus,Eco-conscious Reusable Beeswax Wraps Set Plus made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,33.07,3.6,650
P556,Pull-Up Bar Doorframe No-Screw Advanced,Professional-grade Pull-Up Bar Doorframe No-Screw Advanced designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,158.23,4.0,78
P557,Recycled Polyester Joggers Plus,Versatile Recycled Polyester Joggers Plus suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,209.73,4.1,1887
P558,Hyaluronic Acid Moisturiser 50ml Plus,Advanced Hyaluronic Acid Moisturiser 50ml Plus combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,242.75,3.4,3023
P559,Cable Management Box with Lid Elite,Compact Cable Management Box with Lid Elite that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,233.16,4.6,1102
P560,Magnetic Tiles 3D Building Set 60pc Plus,Award-winning Magnetic Tiles 3D Building Set 60pc Plus combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,171.16,4.3,1356
P561,Graphic Tablet Drawing Pad Lite,Compact and lightweight Graphic Tablet Drawing Pad Lite suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,67.84,4.5,3384
P562,Distributed Systems: Principles and Paradigms Ultra,"Comprehensive textbook covering Distributed Systems: Principles and Paradigms Ultra. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,30.56,3.4,1020
P563,Non-Stick Frying Pan 28cm Max,Thoughtfully designed Non-Stick Frying Pan 28cm Max combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,289.15,3.8,1157
P564,Ab Roller Wheel with Knee Pad Premium,Compact and versatile Ab Roller Wheel with Knee Pad Premium for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,29.84,4.2,2346
P565,Merino Wool Base Layer Top Premium,Premium Merino Wool Base Layer Top Premium made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,157.73,4.1,3221
P566,Derma Roller 0.25mm Titanium Pro,Clinically formulated Derma Roller 0.25mm Titanium Pro for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,150.98,3.4,4104
P567,Planner Weekly Undated Hardcover Plus,Durable Planner Weekly Undated Hardcover Plus designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,267.16,3.2,2970
P568,Kinetic Sand Activity Set 1kg Elite,Educational Kinetic Sand Activity Set 1kg Elite designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,258.93,4.2,3005
P569,RGB Gaming Mouse Pad XL Elite,Next-generation RGB Gaming Mouse Pad XL Elite with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,286.55,4.6,148
P570,Kubernetes in Action Plus,"Comprehensive textbook covering Kubernetes in Action Plus. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,82.33,3.3,507
P571,Knife Sharpener Professional 3-Stage Mini,Thoughtfully designed Knife Sharpener Professional 3-Stage Mini combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,190.42,4.1,3415
P572,Compression Knee Sleeves Pair Max,Professional-grade Compression Knee Sleeves Pair Max designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,193.95,4.2,1262
P573,Wool Blend Scarf Reversible Plus,Versatile Wool Blend Scarf Reversible Plus suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,28.3,4.9,1284
P574,Foot Massager Shiatsu Electric Lite,Premium Foot Massager Shiatsu Electric Lite developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,177.99,4.6,553
P575,Cable Management Box with Lid Max,Durable Cable Management Box with Lid Max designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,286.25,3.6,2014
P576,STEM Robot Kit Ages 8+ Max,Engaging STEM Robot Kit Ages 8+ Max that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,138.73,4.3,2545
P577,Mechanical Gaming Keyboard Plus,"High-performance Mechanical Gaming Keyboard Plus designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,213.82,4.5,1354
P578,Database Internals Lite,Practical reference for Database Internals Lite. Balances theoretical foundations with hands-on implementation guidance.,Books,157.57,4.7,2135
P579,Silicone Baking Mat Set of 2 Lite,Premium quality Silicone Baking Mat Set of 2 Lite crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,226.17,4.8,979
P580,Adjustable Dumbbell Set 2–24kg Lite,"High-performance Adjustable Dumbbell Set 2–24kg Lite engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,85.22,3.3,4735
P581,Slim Fit Chino Trousers Ultra,Versatile Slim Fit Chino Trousers Ultra suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,155.67,3.3,4655
P582,Probiotic 50 Billion CFU Lite,Clinically formulated Probiotic 50 Billion CFU Lite for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,80.25,3.4,4713
P583,Whiteboard Markers 12-Pack Dry Erase Compact,Durable Whiteboard Markers 12-Pack Dry Erase Compact designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,155.09,3.3,112
P584,Science Kit Experiments Ages 6+ Pro,Educational Science Kit Experiments Ages 6+ Pro designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,112.36,4.9,1478
P585,Bluetooth Portable Speaker Mini,Compact and lightweight Bluetooth Portable Speaker Mini suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,223.49,4.0,2648
P586,Natural Language Processing with Transformers Max,Practical reference for Natural Language Processing with Transformers Max. Balances theoretical foundations with hands-on implementation guidance.,Books,99.37,4.7,4694
P587,Digital Kitchen Scale 5kg Plus,Eco-conscious Digital Kitchen Scale 5kg Plus made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,203.62,3.3,1840
P588,Push-Up Handles Rotating Pro,"High-performance Push-Up Handles Rotating Pro engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,25.32,4.0,2324
P589,Lightweight Down Vest Lite,Premium Lightweight Down Vest Lite made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,168.15,3.2,1655
P590,Derma Roller 0.25mm Titanium Advanced,Premium Derma Roller 0.25mm Titanium Advanced developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,223.16,3.6,3028
P591,Correction Tape Twist-Up 5-Pack Ultra,"Professional Correction Tape Twist-Up 5-Pack Ultra built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,221.07,4.2,2020
P592,Magnetic Tiles 3D Building Set 60pc Pro,Educational Magnetic Tiles 3D Building Set 60pc Pro designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,12.04,4.2,90
P593,Wireless Charging Pad 15W Pro,Compact and lightweight Wireless Charging Pad 15W Pro suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,115.99,4.5,2531
P594,Clean Code: A Handbook for Agile Compact,Practical reference for Clean Code: A Handbook for Agile Compact. Balances theoretical foundations with hands-on implementation guidance.,Books,295.01,4.0,502
P595,Cast Iron Skillet 12-inch Premium,Premium quality Cast Iron Skillet 12-inch Premium crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,17.94,3.6,4269
P596,Compression Knee Sleeves Pair Lite,"High-performance Compression Knee Sleeves Pair Lite engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,292.48,3.4,794
P597,Bamboo Fibre Underwear 5-Pack Elite,Performance Bamboo Fibre Underwear 5-Pack Elite engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,246.88,3.3,4663
P598,Water Flosser Cordless Max,Advanced Water Flosser Cordless Max combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,289.43,3.6,2150
P599,Sticky Notes Pastel 12-Pack Max,Durable Sticky Notes Pastel 12-Pack Max designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,250.4,3.8,3720
P600,Chess Set Weighted Staunton Compact,Engaging Chess Set Weighted Staunton Compact that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,283.34,3.4,904
P601,Smart LED Desk Lamp Plus,"High-performance Smart LED Desk Lamp Plus designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,137.61,3.8,1001
P602,Site Reliability Engineering Lite,"Comprehensive textbook covering Site Reliability Engineering Lite. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,138.31,4.0,994
P603,Insulated Travel Mug 500ml Elite,Eco-conscious Insulated Travel Mug 500ml Elite made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,94.73,4.5,342
P604,Kettlebell 16kg Competition Grade Lite,Professional-grade Kettlebell 16kg Competition Grade Lite designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,31.9,3.6,2926
P605,UV Protection Sun Hat Wide Brim Mini,Premium UV Protection Sun Hat Wide Brim Mini made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,204.76,3.7,1436
P606,Electric Toothbrush Sonic 40000rpm Max,Premium Electric Toothbrush Sonic 40000rpm Max developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,169.0,4.2,787
P607,Desk Calendar Refillable 2025 Plus,"Professional Desk Calendar Refillable 2025 Plus built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,40.82,3.3,1832
P608,Magnetic Tiles 3D Building Set 60pc Compact,Educational Magnetic Tiles 3D Building Set 60pc Compact designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,114.8,4.3,700
P609,Laptop Privacy Screen Filter Advanced,Next-generation Laptop Privacy Screen Filter Advanced with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,275.63,3.3,540
P610,Statistical Learning Methods Ultra,"Comprehensive textbook covering Statistical Learning Methods Ultra. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,32.12,4.7,2728
P611,Bamboo Cutting Board Large Pro,Thoughtfully designed Bamboo Cutting Board Large Pro combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,19.93,4.9,3560
P612,Massage Gun Percussive Therapy Ultra,Professional-grade Massage Gun Percussive Therapy Ultra designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,117.9,4.0,2911
P613,Thermal Compression Tights Elite,Versatile Thermal Compression Tights Elite suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,87.55,4.8,295
P614,Digital Thermometer Infrared Advanced,Advanced Digital Thermometer Infrared Advanced combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,77.5,3.7,3387
P615,Stapler Heavy Duty 70-Sheet Ultra,"Professional Stapler Heavy Duty 70-Sheet Ultra built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,30.87,3.9,3446
P616,Remote Control Car Off-Road 1:16 Mini,Engaging Remote Control Car Off-Road 1:16 Mini that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,191.06,4.6,171
P617,Smart Plug Wi-Fi Enabled Lite,Next-generation Smart Plug Wi-Fi Enabled Lite with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,165.62,4.1,4645
P618,Building Microservices Lite,In-depth guide to Building Microservices Lite. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,84.77,3.2,1806
P619,Stainless Steel French Press 1L Premium,Premium quality Stainless Steel French Press 1L Premium crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,243.54,4.0,2940
P620,Heart Rate Monitor Chest Strap Compact,Professional-grade Heart Rate Monitor Chest Strap Compact designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,34.53,4.4,2195
P621,Stretch Woven Shirt Quick Dry Pro,Premium Stretch Woven Shirt Quick Dry Pro made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,174.82,5.0,3193
P622,Retinol Serum 1% Pure Elite,Clinically formulated Retinol Serum 1% Pure Elite for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,74.77,3.8,2951
P623,Correction Tape Twist-Up 5-Pack Pro,Durable Correction Tape Twist-Up 5-Pack Pro designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,211.66,4.9,4629
P624,Magnetic Tiles 3D Building Set 60pc Advanced,Engaging Magnetic Tiles 3D Building Set 60pc Advanced that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,251.82,4.7,4044
P625,RGB Gaming Mouse Pad XL Premium,"High-performance RGB Gaming Mouse Pad XL Premium designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,149.67,3.4,1917
P626,Distributed Systems: Principles and Paradigms Compact,"Comprehensive textbook covering Distributed Systems: Principles and Paradigms Compact. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,160.29,3.2,1662
P627,Cast Iron Skillet 12-inch Lite,Eco-conscious Cast Iron Skillet 12-inch Lite made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,57.34,4.6,2662
P628,Resistance Bands Set 5 Levels Pro,Professional-grade Resistance Bands Set 5 Levels Pro designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,178.04,4.9,920
P629,Bamboo Fibre Underwear 5-Pack Lite,Premium Bamboo Fibre Underwear 5-Pack Lite made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,115.2,4.9,3252
P630,Posture Corrector Adjustable Plus,Premium Posture Corrector Adjustable Plus developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,94.01,3.4,1302
P631,Ergonomic Seat Cushion Memory Foam Ultra,Durable Ergonomic Seat Cushion Memory Foam Ultra designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,98.59,4.5,4615
P632,Escape Room Game Family Edition Lite,Engaging Escape Room Game Family Edition Lite that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,201.32,4.7,3111
P633,USB-C to HDMI Adapter 4K Premium,"High-performance USB-C to HDMI Adapter 4K Premium designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,57.41,3.2,4704
P634,Cracking the Coding Interview Advanced,"Comprehensive textbook covering Cracking the Coding Interview Advanced. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,58.7,3.8,1821
P635,Non-Stick Frying Pan 28cm Plus,Thoughtfully designed Non-Stick Frying Pan 28cm Plus combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,46.48,4.5,1961
P636,Running Belt Phone Holder Lite,Professional-grade Running Belt Phone Holder Lite designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,192.67,4.9,2762
P637,Denim Work Apron Pockets Pro,Versatile Denim Work Apron Pockets Pro suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,66.85,4.4,2883
P638,Jade Roller Face Massage Plus,Advanced Jade Roller Face Massage Plus combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,5.37,3.9,3449
P639,Document Scanner Portable Wand Max,Compact Document Scanner Portable Wand Max that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,265.11,3.8,3086
P640,Card Game Family Party 250 Cards Ultra,Award-winning Card Game Family Party 250 Cards Ultra combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,197.03,4.4,1344
P641,Graphic Tablet Drawing Pad Plus,"High-performance Graphic Tablet Drawing Pad Plus designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,91.99,3.8,869
P642,Data Structures and Algorithms in Java Lite,"Comprehensive textbook covering Data Structures and Algorithms in Java Lite. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,266.93,3.5,626
P643,Ceramic Mixing Bowl Set 3-Piece Plus,Thoughtfully designed Ceramic Mixing Bowl Set 3-Piece Plus combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,180.23,4.3,3966
P644,Adjustable Dumbbell Set 2–24kg Max,Compact and versatile Adjustable Dumbbell Set 2–24kg Max for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,53.66,4.8,1298
P645,Waterproof Packable Rain Jacket Plus,Versatile Waterproof Packable Rain Jacket Plus suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,65.63,3.5,4551
P646,Foot Massager Shiatsu Electric Premium,Advanced Foot Massager Shiatsu Electric Premium combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,88.04,3.6,418
P647,Paper Shredder Micro-Cut 8-Sheet Advanced,Durable Paper Shredder Micro-Cut 8-Sheet Advanced designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,252.75,3.5,2967
P648,Strategy Board Game 2–4 Players Max,Engaging Strategy Board Game 2–4 Players Max that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,91.88,4.4,3946
P649,Ergonomic Wireless Mouse Plus,"High-performance Ergonomic Wireless Mouse Plus designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,66.04,4.3,683
P650,Database Internals Plus,In-depth guide to Database Internals Plus. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,236.53,4.0,2182
P651,Insulated Travel Mug 500ml Mini,Thoughtfully designed Insulated Travel Mug 500ml Mini combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,59.53,4.8,3038
P652,Jump Rope Speed Bearing Ultra,Professional-grade Jump Rope Speed Bearing Ultra designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,82.66,4.0,1865
P653,Wool Blend Scarf Reversible Advanced,Premium Wool Blend Scarf Reversible Advanced made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,49.57,4.5,804
P654,Vitamin D3 + K2 Supplement 90 Caps Lite,Advanced Vitamin D3 + K2 Supplement 90 Caps Lite combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,127.12,4.6,1875
P655,Stapler Heavy Duty 70-Sheet Pro,Compact Stapler Heavy Duty 70-Sheet Pro that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,246.42,4.0,4398
P656,Modelling Clay Air-Dry 500g Advanced,Engaging Modelling Clay Air-Dry 500g Advanced that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,145.49,3.3,296
P657,HDMI 2.1 Cable 2m Advanced,Compact and lightweight HDMI 2.1 Cable 2m Advanced suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,241.12,4.4,1219
P658,Clean Code: A Handbook for Agile Ultra,"Comprehensive textbook covering Clean Code: A Handbook for Agile Ultra. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,284.96,3.5,1747
P659,Adjustable Measuring Cups Set Elite,Premium quality Adjustable Measuring Cups Set Elite crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,129.89,5.0,3578
P660,Kettlebell 16kg Competition Grade Elite,Compact and versatile Kettlebell 16kg Competition Grade Elite for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,81.07,4.8,560
P661,Slim Fit Chino Trousers Max,Performance Slim Fit Chino Trousers Max engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,122.21,3.8,2274
P662,Resistance Band Hip Circle Booty Ultra,Clinically formulated Resistance Band Hip Circle Booty Ultra for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,237.02,4.3,4292
P663,Ergonomic Seat Cushion Memory Foam Plus,Compact Ergonomic Seat Cushion Memory Foam Plus that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,49.13,4.2,4785
P664,Card Game Family Party 250 Cards Plus,Award-winning Card Game Family Party 250 Cards Plus combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,234.96,4.6,4399
P665,Noise-Cancelling Microphone USB Max,Next-generation Noise-Cancelling Microphone USB Max with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,117.99,4.1,3887
P666,Deep Learning Fundamentals Elite,In-depth guide to Deep Learning Fundamentals Elite. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,123.87,4.3,3302
P667,Ceramic Pour-Over Coffee Dripper Max,Thoughtfully designed Ceramic Pour-Over Coffee Dripper Max combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,208.69,3.3,3904
P668,Resistance Loop Bands Set 12 Lite,Professional-grade Resistance Loop Bands Set 12 Lite designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,104.66,4.6,2559
P669,Wool Blend Scarf Reversible Ultra,Performance Wool Blend Scarf Reversible Ultra engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,207.02,5.0,1879
P670,Omega-3 Fish Oil 1000mg 120 Softgels Premium,Advanced Omega-3 Fish Oil 1000mg 120 Softgels Premium combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,135.71,4.7,2219
P671,Ergonomic Seat Cushion Memory Foam Advanced,Durable Ergonomic Seat Cushion Memory Foam Advanced designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,31.33,4.0,3347
P672,Modelling Clay Air-Dry 500g Mini,Educational Modelling Clay Air-Dry 500g Mini designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,247.19,4.1,1314
P673,True Wireless Earbuds Pro Premium,Compact and lightweight True Wireless Earbuds Pro Premium suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,154.49,3.4,4306
P674,Kubernetes in Action Pro,"Comprehensive textbook covering Kubernetes in Action Pro. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,61.86,4.7,484
P675,Herb Garden Indoor Kit Pro,Thoughtfully designed Herb Garden Indoor Kit Pro combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,19.9,3.8,1643
P676,Resistance Loop Bands Set 12 Lite,"High-performance Resistance Loop Bands Set 12 Lite engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,154.0,4.3,1026
P677,Merino Wool Base Layer Top Compact,Versatile Merino Wool Base Layer Top Compact suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,149.18,4.0,3899
P678,Posture Corrector Adjustable Mini,Premium Posture Corrector Adjustable Mini developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,106.54,4.7,2130
P679,Self-Healing Cutting Mat A3 Premium,"Professional Self-Healing Cutting Mat A3 Premium built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,119.03,3.5,4699
P680,Remote Control Car Off-Road 1:16 Compact,Award-winning Remote Control Car Off-Road 1:16 Compact combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,71.4,3.6,3366
P681,HDMI 2.1 Cable 2m Pro,Compact and lightweight HDMI 2.1 Cable 2m Pro suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,7.61,4.8,1430
P682,Distributed Systems: Principles and Paradigms Pro,"Comprehensive textbook covering Distributed Systems: Principles and Paradigms Pro. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,79.45,4.6,2514
P683,Compost Bin Kitchen Counter Max,Thoughtfully designed Compost Bin Kitchen Counter Max combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,256.21,4.0,1799
P684,Balance Board Wobble Trainer Premium,Compact and versatile Balance Board Wobble Trainer Premium for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,158.58,4.3,4800
